MEMBERSHIP BY GRADE/RACE/GENDER BY SCHOOL,,,,,,,,,,,,,,
"SCHOOL YEAR 2014-15, SURVEY 2 as of 12/20/14",,,,,,,,,,,,,,
SCHOOL TOTALS,,,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the 
performance of individuals would not be disclosed.  Data for groups less than 10 are displayed with an asterisk (*).  
Blank cells indicate no population for that subgroup.",,,,,,,,,,,,,,
District #,District,School #,School ,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female Total,Male Total,Total
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,4,60,4,22, , ,1,4,42,49,91
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,5,49,11,26,1, , ,4,50,41,91
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0311,BOYETTE SPRINGS ELEM. SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0311,SCHOOL TOTALS,TOTAL,317,56,148,5, ,1,32,294,265,559
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,PK, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,KG, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,1, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,2, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,3, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,4, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,5, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,6,34,133,61,6,1, ,6,123,118,241
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,7,37,108,54,3,1, ,12,107,108,215
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,8,43,159,88,2,1, ,7,131,169,300
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0322,MCLANE MIDDLE SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0322,SCHOOL TOTALS,TOTAL,114,400,203,11,3, ,25,361,395,756
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,KG,77,2,21,2, , ,6,54,54,108
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,1,102,4,6,5, , ,3,62,58,120
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,2,98,3,17,4, , ,8,59,71,130
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,3,112,2,14,7, , ,5,71,69,140
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,4,111,4,20,4, , ,6,57,88,145
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,5,119,6,16,5, ,1,10,75,82,157
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0361,BEVIS ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0361,SCHOOL TOTALS,TOTAL,625,21,95,27, ,1,38,379,428,807
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,PK,12,59,18, ,1, ,5,42,53,95
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,KG, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,1, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,2, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,3, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,4, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,5, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,6, , , , , , , , , , 
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,7,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,8,3,3,8, , , , ,5,9,14
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,9,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,10,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,11,9,70,39, , , ,7,66,59,125
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,12,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0363,SCHOOL TOTALS,TOTAL,26,145,74, ,1, ,12,135,123,258
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,PK,7,1,8, , , , ,6,10,16
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,KG, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,1, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,2, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,3, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,4, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,5, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,6, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,7, , , , , , , , , , 
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,8,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,9,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,10,21,2,12, , ,1,1,17,20,37
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,11,31,14,30, , , ,2,40,37,77
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,12,53,8,46, , , ,2,49,60,109
29,HILLSBOROUGH,0371,SCHOOL TOTALS,TOTAL,114,26,97, , ,1,5,116,127,243
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,PK,5,1,3,2, , ,3,2,12,14
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,KG,77,25,24,4, , ,12,73,69,142
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,1,74,15,45,5, , ,13,67,85,152
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,2,87,12,37,3, , ,22,79,82,161
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,3,84,10,30,6, , ,14,65,79,144
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,4,95,13,36,4, , ,9,81,76,157
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,5,90,6,32,5, ,1,16,68,82,150
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0401,BROOKER ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0401,SCHOOL TOTALS,TOTAL,512,82,207,29, ,1,89,435,485,920
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,KG,6,47,12, , , ,2,30,37,67
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,1,8,54,22, , , ,8,47,45,92
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,2,3,39,16,2, ,1,3,35,29,64
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,3,4,45,18, , , , ,29,38,67
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,4,6,31,18, , , ,2,23,34,57
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,5,3,26,10, , , , ,13,26,39
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0441,BROWARD ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0441,SCHOOL TOTALS,TOTAL,31,245,98,2, ,1,16,179,214,393
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,PK,3,2,38,1, , , ,17,27,44
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,KG,15,7,113,1, , , ,76,60,136
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,1,14,4,107,1, , ,2,62,66,128
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,2,13,8,106,2, , ,2,68,63,131
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,3,13,4,91,1, ,1, ,60,50,110
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,4,16,7,90,2, , ,1,50,66,116
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,5,9,11,89,1, , ,2,56,56,112
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0521,BRYAN ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0521,SCHOOL TOTALS,TOTAL,83,43,634,9, ,1,7,389,388,777
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,PK,9,1,5, , , ,1,5,11,16
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,KG,102,3,11,12, , ,9,62,75,137
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,1,111,4,18,20, , ,6,75,84,159
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,2,111,2,13,14, , ,11,75,76,151
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,3,126,3,11,25,1, ,7,88,85,173
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,4,122,8,13,22, , ,6,94,77,171
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,5,107,7,19,27,1, ,5,88,78,166
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0527,BRYANT ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0527,SCHOOL TOTALS,TOTAL,688,28,90,120,2, ,45,487,486,973
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,PK, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,KG, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,1, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,2, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,3, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,4, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,5, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,6,68,42,110,4,1,1,9,104,131,235
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,7,56,42,104,6, ,1,7,92,124,216
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,8,87,67,124,6, ,1,7,144,148,292
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0561,BUCHANAN MIDDLE SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0561,SCHOOL TOTALS,TOTAL,211,151,338,16,1,3,23,340,403,743
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,KG,54,5,22,5, ,2,7,35,60,95
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,1,65,5,28,5, , ,7,49,61,110
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,2,71,8,24,4, , ,1,47,61,108
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,3,71,10,23,5, , ,4,56,57,113
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,4,70,10,17,4, , ,8,47,62,109
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,5,59,7,20,6, ,1,6,58,41,99
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0571,BUCKHORN ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0571,SCHOOL TOTALS,TOTAL,394,47,134,29, ,3,33,294,346,640
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,PK, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,KG, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,1, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,2, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,3, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,4, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,5, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,6,80,81,93,4,1,1,15,125,150,275
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,7,103,66,65,2,1, ,10,108,139,247
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,8,128,90,105,6, ,3,15,164,183,347
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0631,BURNETT MIDDLE SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0631,SCHOOL TOTALS,TOTAL,311,237,263,12,2,4,40,397,472,869
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,PK,2,5,12,1, ,1, ,9,12,21
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,KG,5,27,43, , , ,1,33,43,76
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,1,10,16,25,1, , ,2,23,31,54
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,2,7,9,24,1, , ,1,28,14,42
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,3,8,20,24, , , , ,26,26,52
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,4,2,23,31,1, , ,4,29,32,61
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,5,7,18,26,1, , ,1,20,33,53
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0641,BURNEY ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0641,SCHOOL TOTALS,TOTAL,41,118,185,5, ,1,9,168,191,359
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,PK, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,KG, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,1, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,2, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,3, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,4, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,5, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,6,228,35,80,17, , ,21,192,189,381
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,7,239,43,78,12,1,1,23,203,194,397
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,8,292,43,111,10, , ,21,214,263,477
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0651,BURNS MIDDLE SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0651,SCHOOL TOTALS,TOTAL,759,121,269,39,1,1,65,609,646,"1,255"
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,PK,4,28,9, , ,1,1,20,23,43
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,KG,13,25,12,1, , , ,13,38,51
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,1,17,27,14,2, , ,7,35,32,67
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,2,20,25,15,2,1,1,5,31,38,69
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,3,12,39,15,1, , ,3,31,39,70
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,4,18,36,17, , , ,5,40,36,76
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,5,16,36,19,1,3, ,5,44,36,80
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,6, , , , , , , , , , 
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,7, , , , , , , , , , 
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,8, , , , , , , , , , 
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,9, , , , , , , , , , 
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,10, , , , , , , , , , 
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,11, , , , , , , , , , 
29,HILLSBOROUGH,0681,CAHOON ELEMENTARY MAGNET SCHOO,12, , , , , , , , , , 
29,HILLSBOROUGH,0681,SCHOOL TOTALS,TOTAL,100,216,101,7,4,2,26,214,242,456
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,PK, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,KG, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,1, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,2, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,3, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,4, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,5, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,6,13,117,39,1, , ,8,70,108,178
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,7,10,84,34,2, , ,7,71,66,137
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,8,22,131,60, ,3, ,10,101,125,226
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0682,VAN BUREN MIDDLE SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0682,SCHOOL TOTALS,TOTAL,45,332,133,3,3, ,25,242,299,541
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,PK,5,2,11,1, , , ,7,12,19
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,KG,22,9,61,10, ,1,5,51,57,108
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,1,26,12,74,6, , ,6,57,67,124
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,2,21,20,73,10, ,1,4,66,63,129
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,3,27,11,62,14,1, ,6,58,63,121
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,4,22,10,72,6, , ,5,58,57,115
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,5,21,15,67,6, , ,2,54,57,111
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,9, , , , , , , , , , 
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,10, , , , , , , , , , 
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,11, , , , , , , , , , 
29,HILLSBOROUGH,0691,CANNELLA ELEMENTARY SCHOOL,12, , , , , , , , , , 
29,HILLSBOROUGH,0691,SCHOOL TOTALS,TOTAL,144,79,420,53,1,2,28,351,376,727
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,PK,6,3,6,2, , , ,8,9,17
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,KG,73,13,42,9, , ,10,79,68,147
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,1,70,12,44,3, , ,5,66,68,134
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,2,71,7,48,4, , ,10,62,78,140
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,3,65,12,46,8, , ,5,69,67,136
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,4,52,11,26, , , ,6,50,45,95
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,5,61,13,44,4, , ,5,55,72,127
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,6, , , , , , , , , , 
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,7, , , , , , , , , , 
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,8, , , , , , , , , , 
29,HILLSBOROUGH,0701,CARROLLWOOD ELEMENTARY SCHOOL,9, , , , , , , , , , 
