MEMBERSHIP BY GRADE BY SCHOOL,,,,,,,,,,,,,,,,,,
"SCHOOL YEAR 2014-15, SURVEY 2 as of 12/21/14",,,,,,,,,,,,,,,,,,
SCHOOL TOTALS,,,,,,,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the 
performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  Blank cells indicate no population for that subgroup.",,,,,,,,,,,,,,,,,,
46,OKALOOSA,0701,CHOICE HIGH SCHOOL AND TECHNIC,6, , , , , , , , , ,46,45,30,58,185
46,OKALOOSA,0721,OKALOOSA STEMM CENTER, , , , , , , ,69,51,62, , , , ,182
46,OKALOOSA,0731,WALKER ELEMENTARY SCHOOL,1,140,155,150,136,117,122, , , , , , , ,821
46,OKALOOSA,0741,BLUEWATER ELEMENTARY SCHOOL,12,142,135,129,161,132,165, , , , , , , ,876
46,OKALOOSA,0751,ANTIOCH ELEMENTARY SCHOOL,2,137,138,161,159,153,132, , , , , , , ,882
46,OKALOOSA,0761,DAVIDSON MIDDLE SCHOOL, , , , , , , ,317,334,320, , , , ,971
46,OKALOOSA,0771,DESTIN MIDDLE SCHOOL, , , , , , ,172,169,158,165, , , , ,664
46,OKALOOSA,0791,EMERALD COAST CAREER INSTITUTE, , , , , ,1,5,14,11,20, , , , ,51
46,OKALOOSA,0801,RICHBOURG SCHOOL,1,4,4,5,2,3,5,2,1,5,7,4,3,21,67
46,OKALOOSA,0811,SOUTHSIDE CENTER,241,39,12, , , , , , , ,2,1,1,2,298
46,OKALOOSA,7001,OKALOOSA VIRTUAL INSTRUCTION P, ,3,3,4,1,2,7,1,4,3,2,2,1, ,33
46,OKALOOSA,7023,OKALOOSA ONLINE NON FRANCHISED, ,4,2,2,2,3,3,12,28,18,25,33,34,45,211
46,OKALOOSA,9800,OKALOOSA ACADEMY,5, , , , ,8,19,18,32,64,73,69,51,46,385
46,OKALOOSA,9805,COLLEGIATE HIGH AT NORTHWEST F, , , , , , , , , , , ,75,111,101,287
46,OKALOOSA,9807,LIZA JACKSON PREPARATORY SCHOO, ,90,90,90,90,88,87,109,109,97, , , , ,850
46,OKALOOSA,9811,OKALOOSA YOUTH DEVELOPMENT CTR, , , , , , , ,3,5,10,15,7,2,1,43
46,OKALOOSA,9812,OKALOOSA YOUTH ACADEMY, , , , , , , ,3,9,14,19,8,9,1,63
46,OKALOOSA,9813,OKALOOSA REGIONAL DETENTION, , , , , , , , , ,5,9,2, , ,16
46,OKALOOSA,9815,AMI KIDS EMERALD COAST, , , , , , , ,2,5,6,8,6,2, ,29
46,OKALOOSA,9818,NORTHWEST FLORIDA BALLET ACADE, , , , ,42,30,25,17,13,10, , , , ,137
46,OKALOOSA,9819,ADJUDICATED YOUTH FACILITY, , , , , , , , , , ,5,7,3,1,16
47,OKEECHOBEE,0031,CENTRAL ELEMENTARY SCHOOL, ,105,96,112,111,105,87, , , , , , , ,616
47,OKEECHOBEE,0101,OKEECHOBEE HIGH SCHOOL, , , , , , , , , , ,524,426,408,393,"1,751"
47,OKEECHOBEE,0112,SOUTH ELEMENTARY SCHOOL, ,76,72,83,88,89,87, , , , , , , ,495
47,OKEECHOBEE,0113,OKEECHOBEE ACHIEVEMENT ACADEMY,93, , , , , , ,6,13,11,22,9,2, ,156
47,OKEECHOBEE,0121,YEARLING MIDDLE SCHOOL, , , , , , , ,201,224,242, , , , ,667
47,OKEECHOBEE,0161,NORTH ELEMENTARY SCHOOL, ,88,95,109,104,96,99, , , , , , , ,591
47,OKEECHOBEE,0171,EVERGLADES ELEMENTARY SCHOOL, ,106,108,100,105,104,90, , , , , , , ,613
47,OKEECHOBEE,0181,SEMINOLE ELEMENTARY SCHOOL, ,93,121,125,118,104,103, , , , , , , ,664
47,OKEECHOBEE,0201,OSCEOLA MIDDLE SCHOOL, , , , , , , ,203,229,235, , , , ,667
47,OKEECHOBEE,7004,OKEECHOBEE VIRTUAL FRANCHISE, , , , , , , , ,1,2,2,5,3,2,15
47,OKEECHOBEE,8017,OKEECHOBEE INTENSIVE HALFWAY H, , , , , , , ,1,3,4,12,7,2,1,30
47,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
47,OKEECHOBEE,9101,TANTIE JUVENILE RESIDENTIAL FA, , , , , , , , ,2,1,13,22,19,15,72
47,OKEECHOBEE,9106,CYPRESS JUVENILE RESIDENTIAL F, , , , , , , , ,3,2,9,6,6, ,26
48,ORANGE,0011,HOSPITAL HOMEBOUND,7,4,8,4,5, ,3,5,7,4,13,7,20,142,229
48,ORANGE,0031,LA AMISTAD, , , , , , , ,2,3,5,10,7,13,8,48
48,ORANGE,0032,ESTEEM ACADEMY, , , , , , , , ,3,4,2,10,12,3,34
48,ORANGE,0034,UCP TRANSITIONAL LEARNING ACAD, , , , , , , ,6,6,14, , , , ,26
48,ORANGE,0040,PROSPERITAS LEADERSHIP ACADEMY, , , , , , , , , , ,64,61,63,30,218
48,ORANGE,0041,SIMON YOUTH FOUND ACAD AT OUTL, , , , , , , , , , , , ,14,45,59
48,ORANGE,0042,BETA,112, , , , , , ,1, ,4,11,16,21,20,185
48,ORANGE,0043,UNIVERSITY BEHAVIORAL CENTER, , , , , , , ,1,2,8,14,5,3,2,35
48,ORANGE,0053,PASSPORT CHARTER, ,17,18,18,18,22,19,23,21,22, , , , ,178
48,ORANGE,0055,PRINCETON HOUSE CHARTER,18,24,23,15,32,17,27, , , , , , , ,156
48,ORANGE,0056,LAKE EOLA CHARTER, ,17,18,18,18,29,31,31,27,30, , , , ,219
48,ORANGE,0061,HOPE CHARTER, ,40,36,41,45,77,53,57,60,42, , , , ,451
48,ORANGE,0062,NAP FORD COMMUNITY CHARTER,16,22,32,18,18,18,20, , , , , , , ,144
48,ORANGE,0065,UCP CHARTER,142,45,60,27,10, , , , , , , , , ,284
48,ORANGE,0070,UCP PINE HILLS CHARTER,37,21,17,10, , , , , , , , , , ,85
48,ORANGE,0072,OAKLAND AVENUE CHARTER, ,83,90,90,91,85,84, , , , , , , ,523
48,ORANGE,0074,WORKFORCE ADVANTAGE ACADEMY CH, , , , , , , , , , , , ,132,106,238
48,ORANGE,0084,SHEELER HIGH CHARTER, , , , , , , , , , ,55,116,156,128,455
48,ORANGE,0085,CHANCERY HIGH CHARTER, , , , , , , , , , ,46,116,160,184,506
48,ORANGE,0089,ORLANDO SCIENCE MIDDLE HIGH CH, , , , , , , ,131,119,111,69,64,38,23,555
48,ORANGE,0090,UCP EAST CHARTER,86,45,40,27,25,25,24, , , , , , , ,272
48,ORANGE,0101,AMIKIDS ORLANDO, , , , , , , ,6,4,6,11,5,7,1,40
48,ORANGE,0111,BOONE HIGH, , , , , , , , , , ,733,710,668,652,"2,763"
48,ORANGE,0113,PROJECT COMPASS, , , , , , , , ,1, ,5,8,11,12,37
48,ORANGE,0114,YOUTHFUL OFFENDERS PROGRAM, , , , , , , , ,2,1,6,7,9,3,28
48,ORANGE,0119,LEGACY HIGH CHARTER, , , , , , , , , , ,46,46,44,35,171
48,ORANGE,0120,ALOMA HIGH CHARTER, , , , , , , , , , ,60,142,164,144,510
48,ORANGE,0121,EDGEWATER HIGH, , , , , , , , , , ,483,475,418,406,"1,782"
48,ORANGE,0122,TRANSITION CENTER, , , , , , , , ,37,46,57,69,58,45,312
48,ORANGE,0128,UNIVERSAL EDUCATION CENTER, , , , , , , , , , , , ,6,22,28
48,ORANGE,0131,HOWARD MIDDLE, , , , , , , ,363,345,354, , , , ,"1,062"
48,ORANGE,0133,CORNERSTONE ACADEMY CHARTER, ,92,95,109,94,92,91,125,124,111, , , , ,933
48,ORANGE,0141,LAKEVILLE ELEMENTARY,19,139,131,168,147,141,149, , , , , , , ,894
48,ORANGE,0142,CHEROKEE,14, ,3,4,8,4,6, , , , , , , ,39
48,ORANGE,0146,CORNERSTONE CHARTER ACADEMY HI, , , , , , , , , , ,113,122,74,63,372
48,ORANGE,0149,CENTRAL FLORIDA LEADERSHIP ACA, , , , , , , ,46,38,42,35,18,10, ,189
48,ORANGE,0151,MEMORIAL MIDDLE, , , , , , , ,267,284,288, , , , ,839
48,ORANGE,0152,INNOVATIONS MIDDLE CHARTER, , , , , , , ,20,56,76, , , , ,152
48,ORANGE,0155,PINECREST PREPARATORY CHARTER, ,30,36,24,26,24,20,25,23,20, , , , ,228
48,ORANGE,0156,CYPRESS SPRINGS ELEMENTARY,31,107,122,125,122,129,122, , , , , , , ,758
48,ORANGE,0163,ASPIRE ACADEMY CHARTER, ,15,15,18,31,18,14, , , , , , , ,111
48,ORANGE,0172,MONTESSORI OF WINTER GARDEN CH, ,54,36,35,36,31,13, , , , , , , ,205
48,ORANGE,0177,ACCESS CHARTER, , , , , , , ,14,13,16,9,10,6,33,101
48,ORANGE,0181,FERN CREEK ELEMENTARY,17,51,54,59,61,35,49, , , , , , , ,326
48,ORANGE,0182,KIDS COMMUNITY COLLEGE CHARTER, ,28,37,31,33,12, , , , , , , , ,141
48,ORANGE,0183,UCP TRANSITIONAL LEARNING ACAD, , , , , , , , , , ,15,8,2,17,42
48,ORANGE,0185,RENAISSANCE CHARTER SCHOOL AT, ,113,115,116,108,107,107,107,84,99, , , , ,956
48,ORANGE,0191,GRAND AVENUE PRIMARY LEARNING,51,80,82,62, , , , , , , , , , ,275
48,ORANGE,0192,OASIS PREPARATORY ACADEMY CHAR, ,53,32,25,15,12,14, , , , , , , ,151
48,ORANGE,0200,ORLANDO SCIENCE ELEMENTARY CHA, ,73,77,72,78,89,93, , , , , , , ,482
48,ORANGE,0201,HILLCREST ELEMENTARY,2,75,85,82,74,74,71, , , , , , , ,463
48,ORANGE,0202,SUNSHINE HIGH CHARTER, , , , , , , , , , ,87,162,192,167,608
48,ORANGE,0203,PINECREST CREEK CHARTER, ,48,50,47,35,23,16, , , , , , , ,219
48,ORANGE,0204,RENAISSANCE CHARTER SCHOOL AT, ,115,117,110,112,109,88,118,112, , , , , ,881
48,ORANGE,0205,ACCLAIM ACADEMY-ORANGE CHARTER, , , , , , , ,77,88,94,57,53,55, ,424
48,ORANGE,0206,ORANGE COUNTY PREPARATORY ACAD, ,63,42,52,54,35,31,31,17, , , , , ,325
48,ORANGE,0211,KALEY ELEMENTARY,37,26,25,20,39,43,28, , , , , , , ,218
48,ORANGE,0212,OAKSHIRE ELEMENTARY,20,92,110,103,101,97,96, , , , , , , ,619
48,ORANGE,0213,LAWTON CHILES ELEMENTARY,12,113,101,130,121,103,112, , , , , , , ,692
48,ORANGE,0214,ENDEAVOR ELEMENTARY,12,87,123,113,101,97,120, , , , , , , ,653
48,ORANGE,0215,THREE POINTS ELEMENTARY,21,98,123,127,119,124,109, , , , , , , ,721
48,ORANGE,0216,CITRUS ELEMENTARY, ,79,109,101,122,108,135, , , , , , , ,654
48,ORANGE,0217,CAMELOT ELEMENTARY,54,93,88,100,95,86,99, , , , , , , ,615
48,ORANGE,0221,LAKE COMO ELEMENTARY,5,48,28,47,49,33,44, , , , , , , ,254
48,ORANGE,0222,AVALON ELEMENTARY,1,126,149,178,161,161,161, , , , , , , ,937
48,ORANGE,0231,PINELOCH ELEMENTARY,20,178,158,166,130,105,102, , , , , , , ,859
48,ORANGE,0232,WEST CREEK ELEMENTARY,10,101,104,105,117,129,146, , , , , , , ,712
48,ORANGE,0235,THORNEBROOKE ELEMENTARY,20,106,109,109,122,136,139, , , , , , , ,741
48,ORANGE,0236,EAGLES NEST ELEMENTARY,48,108,120,119,118,84,103, , , , , , , ,700
48,ORANGE,0241,LAKE GEM ELEMENTARY,32,140,138,143,161,141,146, , , , , , , ,901
48,ORANGE,0242,LEGACY MIDDLE, , , , , , , ,334,333,307, , , , ,974
48,ORANGE,0245,FREEDOM MIDDLE, , , , , , , ,326,338,376, , , , ,"1,040"
48,ORANGE,0251,PRINCETON ELEMENTARY,6,72,86,89,79,78,78, , , , , , , ,488
48,ORANGE,0252,OCOEE HIGH, , , , , , , , , , ,697,580,493,473,"2,243"
48,ORANGE,0253,WEST OAKS ELEMENTARY,18,95,106,111,120,96,94, , , , , , , ,640
48,ORANGE,0259,EAST LAKE ELEMENTARY,22,117,111,117,130,112,126, , , , , , , ,735
48,ORANGE,0261,RIVERDALE ELEMENTARY,20,112,101,148,97,92,104, , , , , , , ,674
48,ORANGE,0271,ORLO VISTA ELEMENTARY,20,88,108,113,119,67,89, , , , , , , ,604
48,ORANGE,0282,APOPKA MIDDLE, , , , , , , ,375,380,349, , , , ,"1,104"
48,ORANGE,0301,LAKE GEORGE ELEMENTARY, ,107,110,112,101,110,88, , , , , , , ,628
48,ORANGE,0311,KILLARNEY ELEMENTARY, ,72,82,83,92,65,50, , , , , , , ,444
48,ORANGE,0321,ANDOVER ELEMENTARY,10,90,142,137,142,127,132, , , , , , , ,780
48,ORANGE,0322,WHISPERING OAK ELEMENTARY SCHO,80,105,126,129,129,124,119, , , , , , , ,812
48,ORANGE,0342,OCOEE MIDDLE, , , , , , , ,459,446,470, , , , ,"1,375"
48,ORANGE,0352,LAKEVIEW MIDDLE, , , , , , , ,359,339,334, , , , ,"1,032"
48,ORANGE,0361,TILDENVILLE ELEMENTARY,20,101,102,101,95,59,62, , , , , , , ,540
48,ORANGE,0381,HUNTERS CREEK MIDDLE, , , , , , , ,346,356,358, , , , ,"1,060"
48,ORANGE,0392,SILVER STAR CENTER, , , , , , , ,1,3,7,6,4,2,2,25
48,ORANGE,0395,VILLAGE, , , , , , , , ,4,1,4,3,4, ,16
48,ORANGE,0401,PINEWOOD ELEMENTARY,25,93,123,88,119,73,88, , , , , , , ,609
48,ORANGE,0411,PINE CASTLE ELEMENTARY,21,49,51,52,50,55,49, , , , , , , ,327
48,ORANGE,0421,LOCKHART ELEMENTARY,1,75,73,89,79,84,80, , , , , , , ,481
48,ORANGE,0431,UNION PARK ELEMENTARY,21,65,83,82,90,73,74, , , , , , , ,488
48,ORANGE,0441,DEVEREUX TREATMENT PROGRAM, , ,1, ,1,3,4,2,5,7, ,4,3, ,30
48,ORANGE,0461,ZELLWOOD ELEMENTARY,20,88,113,103,127,78,86, , , , , , , ,615
48,ORANGE,0511,DILLARD STREET ELEMENTARY,34,120,123,115,115,113,122, , , , , , , ,742
48,ORANGE,0521,LAKE SILVER ELEMENTARY,32,132,90,113,105,110,106, , , , , , , ,688
48,ORANGE,0531,AUDUBON PARK ELEMENTARY,27,192,195,194,211,177,186, , , , , , , ,"1,182"
48,ORANGE,0541,DREAM LAKE ELEMENTARY,44,110,140,124,153,114,139, , , , , , , ,824
48,ORANGE,0551,CONWAY ELEMENTARY,23,108,100,78,110,68,107, , , , , , , ,594
48,ORANGE,0561,LAKEMONT ELEMENTARY, ,114,119,110,101,105,107, , , , , , , ,656
48,ORANGE,0571,GLENRIDGE MIDDLE, , , , , , , ,442,485,488, , , , ,"1,415"
48,ORANGE,0581,LEE MIDDLE, , , , , , , ,375,330,329, , , , ,"1,034"
48,ORANGE,0591,GATEWAY, , , , , , , ,14,11,10,14,12,1,1,63
48,ORANGE,0611,AZALEA PARK ELEMENTARY,34,81,105,107,98,84,97, , , , , , , ,606
48,ORANGE,0621,PINE HILLS ELEMENTARY,38,103,127,107,115,88,88, , , , , , , ,666
48,ORANGE,0631,BLANKNER K-8,15,122,90,107,127,130,132,109,119,122, , , , ,"1,073"
48,ORANGE,0641,ROCK LAKE ELEMENTARY,19,53,47,47,45,41,34, , , , , , , ,286
48,ORANGE,0651,LAKE WESTON ELEMENTARY,20,85,84,96,94,86,72, , , , , , , ,537
48,ORANGE,0661,COLONIAL HIGH, , , , , , , , , , ,874,906,829,730,"3,339"
48,ORANGE,0671,EVANS HIGH, , , , , , , , , , ,692,654,560,449,"2,355"
48,ORANGE,0681,ENGELWOOD ELEMENTARY,56,96,102,112,76,82,70, , , , , , , ,594
48,ORANGE,0691,OAK RIDGE HIGH, , , , , , , , , , ,817,715,640,461,"2,633"
48,ORANGE,0701,CATALINA ELEMENTARY,18,93,124,112,125,92,75, , , , , , , ,639
48,ORANGE,0711,CHENEY ELEMENTARY,20,73,95,86,82,71,82, , , , , , , ,509
48,ORANGE,0721,LOCKHART MIDDLE, , , , , , , ,259,264,291, , , , ,814
48,ORANGE,0731,MAITLAND MIDDLE, , , , , , , ,326,301,282, , , , ,909
48,ORANGE,0741,CYPRESS PARK ELEMENTARY,28,47,33,42,48,36,37, , , , , , , ,271
48,ORANGE,0751,BROOKSHIRE ELEMENTARY,14,83,117,91,120,102,105, , , , , , , ,632
48,ORANGE,0771,NORTHLAKE PARK COMMUNITY ELEME,4,165,188,169,181,173,183, , , , , , , ,"1,063"
48,ORANGE,0781,DOVER SHORES ELEMENTARY, ,100,106,97,110,107,91, , , , , , , ,611
48,ORANGE,0791,MOLLIE RAY ELEMENTARY,16,86,86,89,82,59,66, , , , , , , ,484
48,ORANGE,0801,DURRANCE ELEMENTARY,17,57,70,66,76,58,65, , , , , , , ,409
48,ORANGE,0811,TANGELO PARK ELEMENTARY,20,69,81,62,83,64,50, , , , , , , ,429
48,ORANGE,0821,LOVELL ELEMENTARY,21,117,121,125,124,91,109, , , , , , , ,708
48,ORANGE,0831,CHICKASAW ELEMENTARY,27,105,116,144,144,118,105, , , , , , , ,759
48,ORANGE,0841,SPRING LAKE ELEMENTARY,1,95,109,96,121,107,88, , , , , , , ,617
48,ORANGE,0851,LANCASTER ELEMENTARY,21,143,138,161,173,125,125, , , , , , , ,886
48,ORANGE,0861,ROLLING HILLS ELEMENTARY,5,130,113,91,137,91,104, , , , , , , ,671
48,ORANGE,0871,BONNEVILLE ELEMENTARY,19,91,95,81,93,90,100, , , , , , , ,569
48,ORANGE,0881,HIAWASSEE ELEMENTARY,37,110,115,134,125,131,130, , , , , , , ,782
48,ORANGE,0891,MCCOY ELEMENTARY, ,154,123,151,151,94,115, , , , , , , ,788
48,ORANGE,0901,PERSHING ELEMENTARY,13,40,46,60,62,54,63, , , , , , , ,338
48,ORANGE,0911,UNION PARK MIDDLE, , , , , , , ,262,324,286, , , , ,872
48,ORANGE,0921,ROBINSWOOD MIDDLE, , , , , , , ,398,434,400, , , , ,"1,232"
48,ORANGE,0931,DR. PHILLIPS HIGH,8, , , , , , , , , ,887,903,828,865,"3,491"
48,ORANGE,0941,CLARCONA ELEMENTARY,21,161,172,162,207,171,187, , , , , , , ,"1,081"
48,ORANGE,0961,PALM LAKE ELEMENTARY, ,83,94,110,126,100,111, , , , , , , ,624
48,ORANGE,0971,VENTURA ELEMENTARY,50,116,147,145,131,105,93, , , , , , , ,787
48,ORANGE,0981,ARBOR RIDGE K-8,13,76,82,82,95,93,79,80,83,81, , , , ,764
48,ORANGE,0991,CLAY SPRINGS ELEMENTARY,17,132,112,142,113,119,110, , , , , , , ,745
48,ORANGE,1001,UNIVERSITY HIGH, , , , , , , , , , ,844,813,787,667,"3,111"
48,ORANGE,1011,ROCK SPRINGS ELEMENTARY,14,146,133,141,126,124,145, , , , , , , ,829
48,ORANGE,1021,METROWEST ELEMENTARY,12,233,271,242,273,229,255, , , , , , , ,"1,515"
48,ORANGE,1031,SOUTHWEST MIDDLE, , , , , , , ,419,406,419, , , , ,"1,244"
48,ORANGE,1041,MEADOW WOODS ELEMENTARY,41,66,81,72,81,85,94, , , , , , , ,520
48,ORANGE,1051,WATERBRIDGE ELEMENTARY,22,196,203,192,185,155,184, , , , , , , ,"1,137"
48,ORANGE,1061,WINDY RIDGE K-8,10,119,111,161,161,141,149,100,98,95, , , , ,"1,145"
48,ORANGE,1071,BAY MEADOWS ELEMENTARY,1,89,100,83,101,100,103, , , , , , , ,577
48,ORANGE,1081,JOHN YOUNG ELEMENTARY,50,100,115,113,116,104,115, , , , , , , ,713
48,ORANGE,1091,WATERFORD ELEMENTARY,8,113,113,114,129,114,108, , , , , , , ,699
48,ORANGE,1111,JACKSON MIDDLE, , , , , , , ,411,425,456, , , , ,"1,292"
48,ORANGE,1121,DISCOVERY MIDDLE, , , , , , , ,272,325,310, , , , ,907
48,ORANGE,1133,WESTRIDGE MIDDLE, , , , , , , ,426,402,434, , , , ,"1,262"
48,ORANGE,1141,LITTLE RIVER ELEMENTARY,20,64,82,79,95,74,69, , , , , , , ,483
48,ORANGE,1151,WALKER MIDDLE, , , , , , , ,346,315,352, , , , ,"1,013"
48,ORANGE,1171,WINEGARD ELEMENTARY,36,106,138,115,133,115,109, , , , , , , ,752
48,ORANGE,1181,DOMMERICH ELEMENTARY,3,99,91,83,104,106,117, , , , , , , ,603
48,ORANGE,1191,HUNTERS CREEK ELEMENTARY,6,140,144,125,150,149,146, , , , , , , ,860
48,ORANGE,1221,LAKE SYBELIA ELEMENTARY,11,98,102,95,111,89,94, , , , , , , ,600
48,ORANGE,1231,WINDERMERE ELEMENTARY,38,87,122,117,137,106,146, , , , , , , ,753
48,ORANGE,1241,MEADOWBROOK MIDDLE, , , , , , , ,305,304,323, , , , ,932
48,ORANGE,1251,RIVERSIDE ELEMENTARY,20,107,110,91,122,95,92, , , , , , , ,637
48,ORANGE,1261,SADLER ELEMENTARY,39,144,144,124,137,119,104, , , , , , , ,811
48,ORANGE,1271,ROSEMONT ELEMENTARY,31,161,145,140,161,122,121, , , , , , , ,881
48,ORANGE,1281,CORNER LAKE MIDDLE, , , , , , , ,382,420,418, , , , ,"1,220"
48,ORANGE,1282,APOPKA ELEMENTARY,21,101,99,119,132,106,106, , , , , , , ,684
48,ORANGE,1291,CHAIN OF LAKES MIDDLE, , , , , , , ,421,397,467, , , , ,"1,285"
48,ORANGE,1311,JUVENILE DETENTION, , , , , , , ,2,11,11,32,20,25,3,104
48,ORANGE,1321,MAXEY ELEMENTARY,12,48,36,37,57,38,43, , , , , , , ,271
48,ORANGE,1331,ORANGE CENTER ELEMENTARY,17,29,30,34,23,23,26, , , , , , , ,182
48,ORANGE,1341,SOUTHWOOD ELEMENTARY, ,69,87,87,122,98,115, , , , , , , ,578
48,ORANGE,1351,HUNGERFORD ELEMENTARY,20,35,42,52,54,40,40, , , , , , , ,283
48,ORANGE,1361,WHEATLEY ELEMENTARY,19,69,67,61,72,47,51, , , , , , , ,386
48,ORANGE,1371,SUNRISE ELEMENTARY,42,58,67,67,73,80,96, , , , , , , ,483
48,ORANGE,1381,MEADOW WOODS MIDDLE, , , , , , , ,327,332,377, , , , ,"1,036"
48,ORANGE,1391,CONWAY MIDDLE, , , , , , , ,317,320,362, , , , ,999
48,ORANGE,1401,ALOMA ELEMENTARY,20,84,86,77,106,70,85, , , , , , , ,528
48,ORANGE,1411,WINTER PARK HIGH, , , , , , , , , , ,766,778,762,763,"3,069"
48,ORANGE,1421,IVEY LANE ELEMENTARY,20,68,72,56,77,32,41, , , , , , , ,366
48,ORANGE,1431,RIDGEWOOD PARK ELEMENTARY,20,126,124,144,144,102,100, , , , , , , ,760
48,ORANGE,1441,SHENANDOAH ELEMENTARY,10,77,89,103,107,87,96, , , , , , , ,569
48,ORANGE,1451,COLUMBIA ELEMENTARY,41,150,183,181,185,151,187, , , , , , , ,"1,078"
48,ORANGE,1461,HIDDEN OAKS ELEMENTARY,16,78,75,79,80,72,83, , , , , , , ,483
48,ORANGE,1491,PALMETTO ELEMENTARY,31,214,199,252,166,149,136, , , , , , , ,"1,147"
48,ORANGE,1501,OAK HILL ELEMENTARY,40,82,61,85,77,66,73, , , , , , , ,484
48,ORANGE,1511,WEST ORANGE HIGH, , , , , , , , , , ,"1,016","1,008",947,864,"3,835"
48,ORANGE,1521,APOPKA HIGH, , , , , , , , , , ,862,828,730,738,"3,158"
48,ORANGE,1531,OCOEE ELEMENTARY,19,119,128,140,140,128,130, , , , , , , ,804
48,ORANGE,1541,PINAR ELEMENTARY,19,74,71,81,77,78,63, , , , , , , ,463
48,ORANGE,1542,WEKIVA HIGH, , , , , , , , , , ,664,656,521,508,"2,349"
48,ORANGE,1551,LIBERTY MIDDLE, , , , , , , ,369,325,331, , , , ,"1,025"
48,ORANGE,1553,MILLENNIA ELEMENTARY,48,162,182,159,179,135,133, , , , , , , ,998
48,ORANGE,1561,MAGNOLIA, , , , , ,1, ,3,4,9,13,11,12,83,136
48,ORANGE,1562,WESTBROOKE ELEMENTARY, ,79,99,121,101,117,94, , , , , , , ,611
48,ORANGE,1571,LAKE WHITNEY ELEMENTARY,36,79,82,82,109,98,112, , , , , , , ,598
48,ORANGE,1582,MOSS PARK ELEMENTARY, ,198,213,214,251,221,221, , , , , , , ,"1,318"
48,ORANGE,1591,DR. PHILLIPS ELEMENTARY,13,88,96,105,109,115,115, , , , , , , ,641
48,ORANGE,1601,DEERWOOD ELEMENTARY,7,64,75,72,67,78,79, , , , , , , ,442
48,ORANGE,1611,FRANGUS ELEMENTARY,13,94,102,94,103,106,107, , , , , , , ,619
48,ORANGE,1612,CASTLE CREEK ELEMENTARY, ,138,126,137,141,127,145, , , , , , , ,814
48,ORANGE,1621,SHINGLE CREEK ELEMENTARY,20,211,196,210,203,168,162, , , , , , , ,"1,170"
48,ORANGE,1631,TIMBER CREEK HIGH, , , , , , , , , , ,819,806,741,766,"3,132"
48,ORANGE,1632,OLYMPIA HIGH, , , , , , , , , , ,792,808,718,672,"2,990"
48,ORANGE,1651,CYPRESS CREEK HIGH, , , , , , , , , , ,819,810,772,722,"3,123"
48,ORANGE,1662,FREEDOM HIGH, , , , , , , , , , ,824,874,806,777,"3,281"
48,ORANGE,1671,PIEDMONT LAKES MIDDLE, , , , , , , ,376,362,404, , , , ,"1,142"
48,ORANGE,1681,GOTHA MIDDLE, , , , , , , ,427,380,465, , , , ,"1,272"
48,ORANGE,1682,ODYSSEY MIDDLE, , , , , , , ,279,305,328, , , , ,912
48,ORANGE,1691,PACE CENTER FOR GIRLS, , , , , , , , ,2,4,7,12,8,1,34
48,ORANGE,1702,WOLF LAKE MIDDLE, , , , , , , ,376,387,365, , , , ,"1,128"
48,ORANGE,1703,SOUTH CREEK MIDDLE, , , , , , , ,307,305,337, , , , ,949
48,ORANGE,1731,SAND LAKE ELEMENTARY,8,96,97,110,81,74,93, , , , , , , ,559
48,ORANGE,1741,WYNDHAM LAKES ELEMENTARY,1,126,152,160,152,125,140, , , , , , , ,856
48,ORANGE,1751,WOLF LAKE ELEMENTARY,39,162,200,187,225,204,189, , , , , , , ,"1,206"
48,ORANGE,1752,VISTA LAKES ELEMENTARY,53,133,120,131,139,126,131, , , , , , , ,833
48,ORANGE,1762,BRIDGEWATER MIDDLE, , , , , , , ,466,443,464, , , , ,"1,373"
48,ORANGE,1763,AVALON MIDDLE, , , , , , , ,624,564,621, , , , ,"1,809"
48,ORANGE,1771,STONE LAKES ELEMENTARY,1,135,140,140,157,149,148, , , , , , , ,870
48,ORANGE,1776,SUNSET PARK ELEMENTARY,3,188,238,219,202,216,176, , , , , , , ,"1,242"
48,ORANGE,1791,KEENES CROSSING ELEMENTARY,40,173,194,188,194,221,181, , , , , , , ,"1,191"
48,ORANGE,1801,EAST RIVER HIGH, , , , , , , , , , ,533,494,482,447,"1,956"
48,ORANGE,1811,ACCELERATION ACADEMY, , , , , , , , , ,61,28,69,68,12,238
48,ORANGE,1821,SUNRIDGE ELEMENTARY,1,111,108,144,134,106,116, , , , , , , ,720
48,ORANGE,1831,SUN BLAZE ELEMENTARY,10,130,113,127,154,116,102, , , , , , , ,752
48,ORANGE,1841,ACCELERATION ACADEMY WEST, , , , , , , , , ,31,15,43,45,15,149
48,ORANGE,1911,SUNRIDGE MIDDLE, , , , , , , ,411,433,416, , , , ,"1,260"
48,ORANGE,1931,LAKE NONA MIDDLE, , , , , , , ,533,493,542, , , , ,"1,568"
48,ORANGE,1941,WETHERBEE ELEMENTARY,46,119,135,134,158,117,142, , , , , , , ,851
